3601,53.633
3601.02,96.255
3601.04,95.846
3601.06,95.958
3601.08,96.517
3601.1,96.963
3601.12,96.943
3601.14,95.773
3601.16,90.958
3601.18,77.944
3601.2,73.876
3601.22,84.486
3601.24,87.999
3601.26,87.085
3601.28,87.367
3601.3,88.26
3601.32,87.624
3601.34,85.789
3601.36,84.04
3601.38,81.09
3601.4,72.902
3601.42,67.679
3601.44,75.236
3601.46,84.123
3601.48,88.711
3601.5,91.347
3601.52,92.569
3601.54,93.283
3601.56,93.662
3601.58,92.9
3601.6,89.031
3601.62,75.315
3601.64,48.396
3601.66,27.347
3601.68,35.589
3601.7,64.555
3601.72,81.624
3601.74,86.458
3601.76,86.812
3601.78,86.791
3601.8,86.816
3601.82,86.512
3601.84,86.69
3601.86,83.813
3601.88,65.743
3601.9,32.602
3601.92,14.934
3601.94,32.82
3601.96,65.395
3601.98,75.659
3602,74.834
3602.02,64.756
3602.04,35.567
3602.06,13.441
3602.08,8.372
3602.1,8.495
3602.12,17.985
3602.14,52.738
3602.16,77.16
3602.18,83.733
3602.2,81.585
3602.22,68
3602.24,38.651
3602.26,13.466
3602.28,6.792
3602.3,9.652
3602.32,33.063
3602.34,60.41
3602.36,70.015
3602.38,70.613
3602.4,63.995
3602.42,46.476
3602.44,24.026
3602.46,11.186
3602.48,10.711
3602.5,12.75
3602.52,9.089
3602.54,9.25
3602.56,20.191
3602.58,34.88
3602.6,48.108
3602.62,63.487
3602.64,72.891
3602.66,72.185
3602.68,62.556
3602.7,55.694
3602.72,60.706
3602.74,51.202
3602.76,34.125
3602.78,45.228
3602.8,71.255
3602.82,83.253
3602.84,89.132
3602.86,92.229
3602.88,93.173
3602.9,93.306
3602.92,92.588
3602.94,90.453
3602.96,88.408
3602.98,88.004
3603,87.777
3603.02,84.928
3603.04,75.11
3603.06,53.908
3603.08,31.248
3603.1,27.373
3603.12,38.914
3603.14,42.013
3603.16,30.339
3603.18,13.524
3603.2,6.071
3603.22,6.705
3603.24,18.814
3603.26,40.317
3603.28,58.865
3603.3,72.149
3603.32,79.745
3603.34,83.602
3603.36,85.453
3603.38,86.516
3603.4,87.134
3603.42,87.56
3603.44,87.548
3603.46,86.982
3603.48,86.242
3603.5,84.754
3603.52,77.432
3603.54,54.919
3603.56,28.466
3603.58,20.114
3603.6,18.235
3603.62,16.287
3603.64,25.905
3603.66,26.985
3603.68,19.476
3603.7,28.975
3603.72,39.258
3603.74,29.943
3603.76,18.372
3603.78,13.494
3603.8,12.035
3603.82,10.05
3603.84,17.587
3603.86,45.595
3603.88,64.096
3603.9,58.757
3603.92,37.782
3603.94,21.673
3603.96,31.89
3603.98,60.615
3604,76.847
3604.02,84.08
3604.04,88.366
3604.06,89.772
3604.08,89.04
3604.1,86.844
3604.12,85.876
3604.14,87.54
3604.16,88.229
3604.18,86.739
3604.2,83.739
3604.22,77.563
3604.24,61.434
3604.26,40.485
3604.28,32.56
3604.3,47.247
3604.32,61.328
3604.34,48.692
3604.36,24.619
3604.38,17.055
3604.4,39.045
3604.42,63.292
3604.44,66.693
3604.46,67.72
3604.48,74.244
3604.5,81.611
3604.52,83.418
3604.54,81.608
3604.56,83.301
3604.58,86.595
3604.6,88.173
3604.62,86.89
3604.64,79.636
3604.66,59.554
3604.68,32.051
3604.7,17.065
3604.72,30.163
3604.74,60.746
3604.76,76.792
3604.78,82.84
3604.8,84.795
3604.82,85.166
3604.84,84.746
3604.86,83.535
3604.88,80.145
3604.9,71.116
3604.92,59.126
3604.94,59.938
3604.96,68.481
3604.98,66.544
3605,56.136
3605.02,49.32
3605.04,46.667
3605.06,40.586
3605.08,31.9
3605.1,34.849
3605.12,42.484
3605.14,40.959
3605.16,32.812
3605.18,20.262
3605.2,11.073
3605.22,11.42
3605.24,17.351
3605.26,18.666
3605.28,14.537
3605.3,7.706
3605.32,3.419
3605.34,2.622
3605.36,3.875
3605.38,7.064
3605.4,9.978
3605.42,10.668
3605.44,7.172
3605.46,4.957
3605.48,5.506
3605.5,5.758
3605.52,7.172
3605.54,15.437
